,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
26376,3450,KCHS,large_airport,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46.0,,US,US-SC,Charleston,yes,KCHS,CHS,CHS,,http://en.wikipedia.org/wiki/Charleston_International_Airport,Charleston Air Force Base
26380,3451,KCID,large_airport,The Eastern Iowa Airport,41.88470077514648,-91.71080017089844,869.0,,US,US-IA,Cedar Rapids,yes,KCID,CID,CID,,http://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport,
26384,3452,KCIU,medium_airport,Chippewa County International Airport,46.25080108642578,-84.47239685058594,800.0,,US,US-MI,Sault Ste Marie,yes,KCIU,CIU,CIU,,http://en.wikipedia.org/wiki/Chippewa_County_International_Airport,
26387,3453,KCKB,medium_airport,North Central West Virginia Airport,39.2966003418,-80.2281036377,1217.0,,US,US-WV,Clarksburg,yes,KCKB,CKB,CKB,,http://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport,
26397,3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.411701202399996,-81.8498001099,791.0,,US,US-OH,Cleveland,yes,KCLE,CLE,CLE,http://www.clevelandairport.com/,http://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
26400,3455,KCLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,320.0,,US,US-TX,College Station,yes,KCLL,CLL,CLL,,http://en.wikipedia.org/wiki/Easterwood_Airport,
26401,3456,KCLM,medium_airport,William R Fairchild International Airport,48.120201110839844,-123.5,291.0,,US,US-WA,Port Angeles,yes,KCLM,CLM,CLM,,http://en.wikipedia.org/wiki/William_R._Fairchild_International_Airport,
26404,3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748.0,,US,US-NC,Charlotte,yes,KCLT,CLT,CLT,http://www.charlotteairport.com/,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
26407,3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815.0,,US,US-OH,Columbus,yes,KCMH,CMH,CMH,https://flycolumbus.com/,http://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
26408,3459,KCMI,medium_airport,University of Illinois Willard Airport,40.03919983,-88.27809906,755.0,,US,US-IL,Champaign/Urbana,yes,KCMI,CMI,CMI,,http://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport,
26410,3460,KCMX,medium_airport,Houghton County Memorial Airport,47.16839981079102,-88.48909759521484,1095.0,,US,US-MI,Hancock,yes,KCMX,CMX,CMX,,http://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport,
26417,3461,KCNM,medium_airport,Cavern City Air Terminal,32.337501525878906,-104.26300048828124,3295.0,,US,US-NM,Carlsbad,yes,KCNM,CNM,CNM,,http://en.wikipedia.org/wiki/Cavern_City_Air_Terminal,
26420,19527,KCNU,medium_airport,Chanute Martin Johnson Airport,37.668800354,-95.4850997925,1002.0,,US,US-KS,Chanute,no,KCNU,CNU,CNU,http://www.chanute.org/index.aspx?NID=65,http://en.wikipedia.org/wiki/Chanute_Martin_Johnson_Airport,
26423,19530,KCOD,medium_airport,Yellowstone Regional Airport,44.520198822,-109.024002075,5102.0,,US,US-WY,Cody,no,KCOD,COD,COD,http://www.flyyra.com/,http://en.wikipedia.org/wiki/Yellowstone_Regional_Airport,
26424,19531,KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320.0,,US,US-ID,Coeur d'Alene,no,KCOE,COE,COE,http://www.cdaairport.com/,http://en.wikipedia.org/wiki/Coeur_d'Alene_Airport,Coeur d'Alene Air Terminal
26425,3462,KCOF,medium_airport,Patrick Air Force Base,28.2348995209,-80.6100997925,8.0,,US,US-FL,Cocoa Beach,no,KCOF,COF,COF,http://www.patrick.af.mil/,http://en.wikipedia.org/wiki/Patrick_Air_Force_Base,Naval Air Station Banana River
26428,19534,KCON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342.0,,US,US-NH,Concord,no,KCON,CON,CON,http://www.concordnh.gov/facilities/facility/details/Concord-Municipal-Airport-31,http://en.wikipedia.org/wiki/Concord_Municipal_Airport,
26430,3463,KCOS,large_airport,City of Colorado Springs Municipal Airport,38.805801,-104.70099599999999,6187.0,,US,US-CO,Colorado Springs,yes,KCOS,COS,COS,https://flycos.coloradosprings.gov/,http://en.wikipedia.org/wiki/Colorado_Springs_Airport,
26432,3464,KCOU,medium_airport,Columbia Regional Airport,38.81809997558594,-92.21959686279295,889.0,,US,US-MO,Columbia,yes,KCOU,COU,COU,,http://en.wikipedia.org/wiki/Columbia_Regional_Airport,
26436,3465,KCPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.46399699999999,5350.0,,US,US-WY,Casper,yes,KCPR,CPR,CPR,,http://en.wikipedia.org/wiki/Natrona_County_International_Airport,
26446,19549,KCRE,medium_airport,Grand Strand Airport,33.811698913600004,-78.72389984130002,32.0,,US,US-SC,North Myrtle Beach,no,KCRE,CRE,CRE,,http://en.wikipedia.org/wiki/Grand_Strand_Airport,
26447,19550,KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750002,41.0,,US,US-FL,Jacksonville,no,KCRG,CRG,CRG,http://www.flyjacksonville.com/content.aspx?id=86,http://en.wikipedia.org/wiki/Jacksonville_Executive_at_Craig_Airport,Craig Municipal Airport
26449,3466,KCRP,large_airport,Corpus Christi International Airport,27.77039909362793,-97.5011978149414,44.0,,US,US-TX,Corpus Christi,yes,KCRP,CRP,CRP,,http://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,
26450,19552,KCRQ,medium_airport,Mc Clellan-Palomar Airport,33.12829971,-117.27999879999999,331.0,,US,US-CA,Carlsbad,no,KCRQ,CLD,CRQ,,http://en.wikipedia.org/wiki/McClellan-Palomar_Airport,
26453,3467,KCRW,large_airport,Yeager Airport,38.37310028076172,-81.59320068359375,981.0,,US,US-WV,Charleston,yes,KCRW,CRW,CRW,,http://en.wikipedia.org/wiki/Yeager_Airport,
26457,3468,KCSG,medium_airport,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,397.0,,US,US-GA,Columbus,yes,KCSG,CSG,CSG,,http://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport,
26460,3469,KCSV,medium_airport,Crossville Memorial Whitson Field,35.9513015747,-85.08499908450001,1881.0,,US,US-TN,Crossville,no,KCSV,CSV,CSV,http://www.crossvilletn.gov/index.php/departments/airport,,
26461,3470,KCTB,medium_airport,Cut Bank International Airport,48.6083984375,-112.375999451,3854.0,,US,US-MT,Cut Bank,no,KCTB,CTB,CTB,http://www.cutbankairport.org/,http://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport,
26466,19564,KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193.0,,US,US-SC,Columbia,no,KCUB,CUB,CUB,http://www.columbiasouthcarolina.com/owens.html,http://en.wikipedia.org/wiki/Jim_Hamilton_%E2%80%93_L.B._Owens_Airport,
26471,3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,yes,KCVG,CVG,CVG,,http://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
26474,3472,KCVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.29000090000001,250.0,,US,US-OR,Corvallis,no,KCVO,CVO,CVO,http://www.corvallisoregon.gov/index.aspx?page=160,http://en.wikipedia.org/wiki/Corvallis_Municipal_Airport,Albany Oregon
26475,3473,KCVS,large_airport,Cannon Air Force Base,34.3828010559,-103.321998596,4295.0,,US,US-NM,Clovis,no,KCVS,CVS,CVS,http://www.cannon.af.mil/,http://en.wikipedia.org/wiki/Cannon_Air_Force_Base,
26477,19571,KCWA,medium_airport,Central Wisconsin Airport,44.7775993347,-89.6668014526,1277.0,,US,US-WI,Mosinee,no,KCWA,CWA,CWA,,,
26486,3475,KCXO,medium_airport,Conroe-North Houston Regional Airport,30.351801000000002,-95.414497,245.0,,US,US-TX,Houston,no,KCXO,CXO,CXO,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,http://en.wikipedia.org/wiki/Lone_Star_Executive_Airport,"Montgomery County Airport, Lone Star Executive Airport"
26492,3476,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.81199649999999,6159.0,,US,US-WY,Cheyenne,yes,KCYS,CYS,CYS,,http://en.wikipedia.org/wiki/Cheyenne_Regional_Airport,
26494,324061,KCZ,medium_airport,Kochi Airport (高知空港),33.546259,133.668938,29.0,AS,JP,JP-39,Nankoku,no,RJOK,KCZ,,http://www.kochiap.co.jp/en/,https://en.wikipedia.org/wiki/K%C5%8Dchi_Airport,"Kochi, Nankoku, RJOK, KCZ, 高知空港"
26527,3477,KDAA,medium_airport,Davison Army Air Field,38.715000152600005,-77.1809997559,73.0,,US,US-VA,Fort Belvoir,no,KDAA,DAA,DAA,,http://en.wikipedia.org/wiki/Davison_Army_Airfield,
26528,3478,KDAB,large_airport,Daytona Beach International Airport,29.179899,-81.058098,34.0,,US,US-FL,Daytona Beach,yes,KDAB,DAB,DAB,,http://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,
26530,19615,KDAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.78700259999998,1930.0,,US,US-CA,Daggett,no,KDAG,DAG,DAG,,http://en.wikipedia.org/wiki/Barstow-Daggett_Airport,
26531,3479,KDAL,large_airport,Dallas Love Field,32.847099,-96.851799,487.0,,US,US-TX,Dallas,yes,KDAL,DAL,DAL,http://www.dallas-lovefield.com/,http://en.wikipedia.org/wiki/Dallas_Love_Field,QDF
26532,3480,KDAN,medium_airport,Danville Regional Airport,36.572898864746094,-79.33609771728516,571.0,,US,US-VA,Danville,no,KDAN,DAN,DAN,,,
26534,3481,KDAY,large_airport,James M Cox Dayton International Airport,39.90240097045898,-84.21939849853516,1009.0,,US,US-OH,Dayton,yes,KDAY,DAY,DAY,,http://en.wikipedia.org/wiki/Dayton_International_Airport,
26536,3482,KDBQ,large_airport,Dubuque Regional Airport,42.40200043,-90.70950317,1077.0,,US,US-IA,Dubuque,yes,KDBQ,DBQ,DBQ,,http://en.wikipedia.org/wiki/Dubuque_Regional_Airport,
26537,3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15.0,,US,US-DC,Washington,yes,KDCA,DCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
26541,3484,KDDC,medium_airport,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594.0,,US,US-KS,Dodge City,yes,KDDC,DDC,DDC,,http://en.wikipedia.org/wiki/Dodge_City_Regional_Airport,
26543,3485,KDEC,medium_airport,Decatur Airport,39.83459854125977,-88.8656997680664,682.0,,US,US-IL,Decatur,yes,KDEC,DEC,DEC,,http://en.wikipedia.org/wiki/Decatur_Airport,
26546,3486,KDEN,large_airport,Denver International Airport,39.861698150635,-104.672996521,5431.0,,US,US-CO,Denver,yes,KDEN,DEN,DEN,http://www.flydenver.com/,http://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
26548,3487,KDET,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626.0,,US,US-MI,Detroit,no,KDET,DET,DET,,http://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport,
26551,3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
26554,3489,KDHN,medium_airport,Dothan Regional Airport,31.3213005065918,-85.44960021972656,401.0,,US,US-AL,Dothan,yes,KDHN,DHN,DHN,,http://en.wikipedia.org/wiki/Dothan_Regional_Airport,
26555,19628,KDHT,medium_airport,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991.0,,US,US-TX,Dalhart,no,KDHT,DHT,DHT,,http://en.wikipedia.org/wiki/Dalhart_Municipal_Airport,
26557,19630,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.7974014282,-102.80200195299999,2592.0,,US,US-ND,Dickinson,no,KDIK,DIK,DIK,http://dickinsonairport.com/,http://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,
26563,3490,KDLF,large_airport,DLF Airport,29.359501,-100.778002,1082.0,,US,US-TX,Del Rio,no,KDLF,DLF,DLF,http://www.laughlin.af.mil/,http://en.wikipedia.org/wiki/Laughlin_Air_Force_Base,"Laughlin AFB, Laughlin Field"
26564,3491,KDLH,large_airport,Duluth International Airport,46.8420982361,-92.19360351559999,1428.0,,US,US-MN,Duluth,yes,KDLH,DLH,DLH,http://www.duluthairport.com/,http://en.wikipedia.org/wiki/Duluth_International_Airport,"LKI, Duluth Air National Guard Base, Lakeside AFB"
26568,19640,KDLS,medium_airport,Columbia Gorge Regional the Dalles Municipal Airport,45.618499755900004,-121.166999817,247.0,,US,US-OR,The Dalles,no,KDLS,DLS,DLS,http://www.columbiagorgeairport.com/,http://en.wikipedia.org/wiki/Columbia_Gorge_Regional_Airport,
26570,3492,KDMA,medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704.0,,US,US-AZ,Tucson,no,KDMA,DMA,DMA,,http://en.wikipedia.org/wiki/Davis-Monthan_Air_Force_Base,
26571,3493,KDMN,medium_airport,Deming Municipal Airport,32.262298584,-107.721000671,4314.0,,US,US-NM,Deming,no,KDMN,DMN,DMN,http://www.cityofdeming.org/deming-community/municipal-airport,http://en.wikipedia.org/wiki/Deming_Municipal_Airport,
26574,19644,KDNL,medium_airport,Daniel Field,33.4664993286,-82.0393981934,423.0,,US,US-GA,Augusta,no,KDNL,DNL,DNL,http://www.augustaga.gov/index.aspx?NID=486,http://en.wikipedia.org/wiki/Daniel_Field,
26578,3494,KDOV,large_airport,Dover Air Force Base,39.12950134,-75.46600342,24.0,,US,US-DE,Dover,no,KDOV,DOV,DOV,http://www.dover.af.mil/,http://en.wikipedia.org/wiki/Dover_Air_Force_Base,"Municipal Airport - Dover Airdrome, Dover Army Airbase, Dover Army Airfield"
26580,19648,KDPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,759.0,,US,US-IL,Chicago/West Chicago,no,KDPA,DPA,DPA,http://www.dupageairport.com/,http://en.wikipedia.org/wiki/DuPage_Airport,
26585,19652,KDRA,medium_airport,Desert Rock Airport,36.6194,-116.032997,3314.0,,US,US-NV,Mercury,no,KDRA,DRA,NV65,,http://en.wikipedia.org/wiki/Desert_Rock_Airport,Formerly DRA
26586,3495,KDRI,medium_airport,Beauregard Regional Airport,30.8316993713,-93.3398971558,202.0,,US,US-LA,De Ridder,no,KDRI,DRI,DRI,,http://en.wikipedia.org/wiki/Beauregard_Regional_Airport,"Beauregard Parish, DeRidder Army Air Base"
26590,19655,KDRT,medium_airport,Del Rio International Airport,29.3742008209,-100.92700195299999,1002.0,,US,US-TX,Del Rio,no,KDRT,DRT,DRT,http://www.cityofdelrio.com/index.aspx?NID=412,http://en.wikipedia.org/wiki/Del_Rio_International_Airport,
26592,3496,KDSM,large_airport,Des Moines International Airport,41.53400039672852,-93.66310119628906,958.0,,US,US-IA,Des Moines,yes,KDSM,DSM,DSM,,http://en.wikipedia.org/wiki/Des_Moines_International_Airport,
26599,3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,645.0,,US,US-MI,Detroit,yes,KDTW,DTW,DTW,http://www.metroairport.com/,http://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,"DTT, Detroit Metro Airport"
26602,19664,KDUG,medium_airport,Bisbee Douglas International Airport,31.4689998627,-109.60399627700001,4154.0,,US,US-AZ,Douglas Bisbee,no,KDUG,DUG,DUG,http://www.azdot.gov/mpd/airport_development/airports/airports_list.asp?FAA=DUG,http://en.wikipedia.org/wiki/Bisbee-Douglas_International_Airport,
26604,3498,KDUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817.0,,US,US-PA,Dubois,yes,KDUJ,DUJ,DUJ,,http://en.wikipedia.org/wiki/DuBois_Regional_Airport,DuBois Jefferson County
26624,3499,KDYS,large_airport,Dyess Air Force Base,32.4207992554,-99.85459899899999,1789.0,,US,US-TX,Abilene,no,KDYS,DYS,DYS,http://www.dyess.af.mil/,http://en.wikipedia.org/wiki/Dyess_Air_Force_Base,
26702,44467,KE-0075,medium_airport,Laikipia Air Base,0.032933,37.026901,,AF,KE,KE-700,Nanyuki,no,HKNY,,,,,
26975,19717,KEAT,medium_airport,Pangborn Memorial Airport,47.3988990784,-120.20700073200001,1249.0,,US,US-WA,Wenatchee,no,KEAT,EAT,EAT,http://www.pangbornairport.com/,http://en.wikipedia.org/wiki/Pangborn_Memorial_Airport,
26976,3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469,913.0,,US,US-WI,Eau Claire,yes,KEAU,EAU,EAU,,http://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,
26982,3502,KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.26060104,-76.17459869,12.0,,US,US-NC,Elizabeth City,no,KECG,ECG,ECG,http://www.ecgairport.com/,http://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport,
26983,46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357105999999998,-85.79541400000001,69.0,,US,US-FL,Panama City Beach,yes,KECP,ECP,ECP,http://iflybeaches.com,http://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport
26992,3503,KEDW,large_airport,Edwards Air Force Base,34.905398999999996,-117.884003,2312.0,,US,US-CA,Edwards,no,KEDW,EDW,EDW,,http://en.wikipedia.org/wiki/Edwards_Air_Force_Base,
26993,19727,KEED,medium_airport,Needles Airport,34.7663002014,-114.62300109899999,983.0,,US,US-CA,Needles,no,KEED,EED,EED,http://cms.sbcounty.gov/airports/Airports/Needles.aspx,http://en.wikipedia.org/wiki/Needles_Airport,Needles AAF
26994,3504,KEEN,medium_airport,Dillant Hopkins Airport,42.898399353027344,-72.27079772949219,488.0,,US,US-NH,Keene,no,KEEN,EEN,EEN,,http://en.wikipedia.org/wiki/Dillant-Hopkins_Airport,
26996,19729,KEET,medium_airport,Shelby County Airport,33.17699814,-86.78279877,586.0,,US,US-AL,Alabaster,no,KEET,,EET,https://al-shelbycountytourism.civicplus.com/index.aspx?nid=109,http://en.wikipedia.org/wiki/Shelby_County_Airport_(Alabama),21A
26998,19731,KEFD,medium_airport,Ellington Airport,29.6072998047,-95.15879821780001,32.0,,US,US-TX,Houston,no,KEFD,EFD,EFD,,http://en.wikipedia.org/wiki/Ellington_Airport_(Texas),Ellington Field
27003,3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548.0,,US,US-CO,Eagle,yes,KEGE,EGE,EGE,http://www.eaglecounty.us/airport/,http://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,
27004,19735,KEGI,medium_airport,Duke Field,30.65040016,-86.52290344,191.0,,US,US-FL,Crestview,no,KEGI,EGI,EGI,http://www.919sow.afrc.af.mil/,http://en.wikipedia.org/wiki/Duke_Field,Eglin AF Auxiliary Number 3
27015,3506,KEKA,medium_airport,Murray Field,40.8033981323,-124.112998962,7.0,,US,US-CA,Eureka,no,KEKA,EKA,EKA,,http://en.wikipedia.org/wiki/Murray_Field,
27017,3507,KEKN,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,1987.0,,US,US-WV,Elkins,no,KEKN,EKN,EKN,http://www.elkinsairport.com/,,
27018,3508,KEKO,medium_airport,Elko Regional Airport,40.82490158081055,-115.79199981689452,5140.0,,US,US-NV,Elko,yes,KEKO,EKO,EKO,,http://en.wikipedia.org/wiki/Elko_Regional_Airport,
27024,3509,KELD,medium_airport,South Arkansas Regional At Goodwin Field,33.22100067138672,-92.81330108642578,277.0,,US,US-AR,El Dorado,yes,KELD,ELD,ELD,,http://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field,
27026,3510,KELM,medium_airport,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954.0,,US,US-NY,Elmira/Corning,yes,KELM,ELM,ELM,,http://en.wikipedia.org/wiki/Elmira-Corning_Regional_Airport,
27028,3511,KELO,medium_airport,Ely Municipal Airport,47.82450104,-91.83070374,1456.0,,US,US-MN,Ely,no,KELO,LYU,ELO,http://www.ely.mn.us/index.asp?Type=B_BASIC&SEC=%7B936B252D-C48B-42BD-B996-37F320A6CFF7%7D,http://en.wikipedia.org/wiki/Ely_Municipal_Airport,
27029,3512,KELP,medium_airport,El Paso International Airport,31.80719948,-106.37799840000002,3959.0,,US,US-TX,El Paso,yes,KELP,ELP,ELP,,http://en.wikipedia.org/wiki/El_Paso_International_Airport,
27030,19753,KELY,medium_airport,Ely Airport Yelland Field,39.29970169,-114.84200290000001,6259.0,,US,US-NV,Ely,no,KELY,ELY,ELY,,http://en.wikipedia.org/wiki/Ely_Airport,
27036,3513,KEND,large_airport,Vance Air Force Base,36.339199066199996,-97.9164962769,1307.0,,US,US-OK,Enid,no,KEND,END,END,http://www.vance.af.mil/,http://en.wikipedia.org/wiki/Vance_Air_Force_Base,
27038,19760,KENV,medium_airport,Wendover Airport,40.7187004089,-114.03099823,4237.0,,US,US-UT,Wendover,no,KENV,ENV,ENV,,http://en.wikipedia.org/wiki/Wendover_Airport,Wendover AFB
27039,3514,KENW,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,742.0,,US,US-WI,Kenosha,no,KENW,ENW,ENW,http://www.kenosha.org/departments/airport/,http://en.wikipedia.org/wiki/Kenosha_Regional_Airport,
27048,3515,KERI,large_airport,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,732.0,,US,US-PA,Erie,yes,KERI,ERI,ERI,,http://en.wikipedia.org/wiki/Erie_International_Airport,
27053,3516,KESF,medium_airport,Esler Regional Airport,31.3948993683,-92.29579925540001,112.0,,US,US-LA,Alexandria,no,KESF,ESF,ESF,http://www.alexandria-louisiana.com/esler-field-louisiana.htm,http://en.wikipedia.org/wiki/Esler_Airfield,"Camp Beauregard Army Field, Esler Army Airfield"
27062,3517,KEUG,medium_airport,Mahlon Sweet Field,44.12459945678711,-123.21199798583984,374.0,,US,US-OR,Eugene,yes,KEUG,EUG,EUG,,http://en.wikipedia.org/wiki/Eugene_Airport,
27067,3518,KEVV,medium_airport,Evansville Regional Airport,38.0369987488,-87.53240203860001,418.0,,US,US-IN,Evansville,yes,KEVV,EVV,EVV,,http://en.wikipedia.org/wiki/Evansville_Regional_Airport,
